172.19.0.1 - - [05/Nov/2018:18:26:43 +0000] "GET / HTTP/1.1" 200 90295 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:18:26:43 +0000] "GET /robots.txt HTTP/1.1" 404 555 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:18:26:44 +0000] "GET /favicon.ico HTTP/1.1" 404 555 "http://test/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:18:27:26 +0000] "GET / HTTP/1.1" 200 17 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:18:30:26 +0000] "GET / HTTP/1.1" 200 13 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:18:35:52 +0000] "GET / HTTP/1.1" 200 13 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:19:04:07 +0000] "GET /metrika/watch.js HTTP/1.1" 404 555 "http://compizomania.blogspot.com/2018/05/ubuntu-1604-ubuntu-1804.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:20:04:38 +0000] "GET / HTTP/1.1" 200 13 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:20:04:38 +0000] "GET /robots.txt HTTP/1.1" 404 555 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:20:04:38 +0000] "GET /favicon.ico HTTP/1.1" 404 555 "http://test:85/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:20:13:30 +0000] "GET / HTTP/1.1" 200 15 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:20:13:30 +0000] "GET /robots.txt HTTP/1.1" 404 555 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:20:13:30 +0000] "GET /favicon.ico HTTP/1.1" 404 555 "http://group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:20:50:03 +0000] "GET /cycounter?www.yaplakal.com HTTP/1.1" 404 555 "http://www.yaplakal.com/forum32/topic1778786.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [05/Nov/2018:20:50:34 +0000] "GET /informer/20907568/3_0_FFFFFFFF_FFFFFFFF_0_pageviews HTTP/1.1" 404 555 "http://www.linuxrussia.com/touchpad-settings-ubuntu.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [06/Nov/2018:21:34:54 +0000] "GET / HTTP/1.1" 200 464 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [06/Nov/2018:21:34:54 +0000] "GET /robots.txt HTTP/1.1" 200 24 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [06/Nov/2018:21:34:54 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "http://groupu.local/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [06/Nov/2018:21:39:21 +0000] "GET / HTTP/1.1" 500 200255 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [06/Nov/2018:21:39:21 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [06/Nov/2018:21:39:22 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "http://groupu.local/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [06/Nov/2018:21:39:27 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [06/Nov/2018:21:40:00 +0000] "GET / HTTP/1.1" 200 2395 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [06/Nov/2018:21:40:00 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "http://groupu.local/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:07:09:54 +0000] "GET / HTTP/1.1" 200 2395 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:07:22:51 +0000] "GET /metrika/watch.js HTTP/1.1" 404 555 "http://zhurov.me/blog/using-git-vcs-in-phpstorm.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:07:22:52 +0000] "GET /metrika/watch.js HTTP/1.1" 404 555 "http://zhurov.me/blog/using-git-vcs-in-phpstorm.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:07:50:32 +0000] "GET / HTTP/1.1" 500 147956 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:08:07:08 +0000] "GET / HTTP/1.1" 302 356 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:08:07:08 +0000] "GET /login HTTP/1.1" 404 555 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:08:07:16 +0000] "GET / HTTP/1.1" 302 356 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:08:07:16 +0000] "GET /login HTTP/1.1" 404 555 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:08:27:20 +0000] "GET /login HTTP/1.1" 200 1823 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [07/Nov/2018:08:31:44 +0000] "GET /login HTTP/1.1" 200 1823 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [07/Nov/2018:08:32:40 +0000] "GET /login HTTP/1.1" 404 555 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [07/Nov/2018:08:34:54 +0000] "GET /login HTTP/1.1" 404 555 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
172.19.0.1 - - [22/Nov/2018:10:46:52 +0000] "GET / HTTP/2.0" 444 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:10:46:52 +0000] "GET / HTTP/2.0" 444 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:10:46:57 +0000] "GET / HTTP/2.0" 444 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:10:48:06 +0000] "GET / HTTP/2.0" 444 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.6 - - [22/Nov/2018:11:18:50 +0000] "POST /broadcasting/auth HTTP/1.1" 301 169 "-" "-" "-"
172.19.0.6 - - [22/Nov/2018:11:18:51 +0000] "POST /broadcasting/auth HTTP/1.1" 301 169 "-" "-" "-"
172.19.0.6 - - [22/Nov/2018:11:20:50 +0000] "POST /broadcasting/auth HTTP/1.1" 301 169 "-" "-" "-"
172.19.0.6 - - [22/Nov/2018:11:20:54 +0000] "POST /broadcasting/auth HTTP/1.1" 301 169 "-" "-" "-"
172.19.0.1 - - [22/Nov/2018:11:21:21 +0000] "GET /admin/users HTTP/1.1" 301 169 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:27 +0000] "GET /admin/users HTTP/1.1" 200 73355 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:27 +0000] "GET /admin_panel/css/app.css HTTP/1.1" 200 343292 "https://groupu.local/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:27 +0000] "GET /web/images/U1.svg HTTP/1.1" 200 929 "https://groupu.local/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:27 +0000] "GET /admin_panel/images/profile-icon.svg HTTP/1.1" 200 2287 "https://groupu.local/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:27 +0000] "GET /_debugbar/assets/stylesheets?v=1542360409 HTTP/1.1" 200 211084 "https://groupu.local/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:27 +0000] "GET /admin_panel/js/app.js HTTP/1.1" 200 1725354 "https://groupu.local/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:27 +0000] "GET /_debugbar/assets/javascript?v=1542360409 HTTP/1.1" 200 370638 "https://groupu.local/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:27 +0000] "GET /fonts/vendor/gentelella/vendors/font-awesome/fontawesome-webfont.woff2?e6cf7c6ec7c2d6f670ae9d762604cb0b HTTP/1.1" 200 71896 "https://groupu.local/admin_panel/css/app.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:27 +0000] "GET /fonts/vendor/gentelella/vendors/bootstrap/dist/glyphicons-halflings-regular.woff2?448c34a56d699c29117adc64c43affeb HTTP/1.1" 200 18028 "https://groupu.local/admin_panel/css/app.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
172.19.0.1 - - [22/Nov/2018:11:21:28 +0000] "GET /admin/notifications/new HTTP/1.1" 200 21 "https://groupu.local/admin/users" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
